fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/06/28,1.026667,1.600000,0.100000,12.222710,99.7,100.0
2020/06/29,2.971698,5.100000,0.800000,51.459825,99.7,100.0
2020/06/30,2.215909,5.700000,0.100000,50.745438,99.7,100.0
2020/07/01,3.073077,5.200000,0.600000,48.904866,99.7,100.0
2020/07/02,1.495455,3.200000,0.300000,53.128280,99.0,100.0
2020/07/03,1.031707,2.900000,0.100000,126.791670,99.3,100.0
2020/07/04,1.112245,2.300000,0.100000,50.686461,97.9,100.0
2020/07/05,0.741667,1.900000,0.200000,123.048655,99.7,100.0
2020/07/06,1.266667,1.800000,0.400000,318.862065,99.0,100.0
2020/07/07,1.350000,1.800000,0.900000,357.000000,97.9,100.0
2020/07/08,0.992857,2.300000,0.200000,270.460461,99.7,100.0
2020/07/09,0.820000,1.900000,0.100000,191.834026,96.2,100.0
2020/07/10,0.863158,1.900000,0.100000,131.696567,99.7,100.0
2020/07/11,0.980000,1.800000,0.400000,7.276303,99.0,100.0
2020/07/12,0.685714,1.300000,0.100000,180.890419,99.0,100.0
2020/07/13,1.181609,2.600000,0.100000,221.228327,99.0,100.0
2020/07/14,1.344118,2.800000,0.300000,212.793490,97.6,100.0
2020/07/15,1.398780,2.900000,0.000000,187.882932,99.3,100.0
2020/07/16,0.400000,0.400000,0.400000,274.000000,97.6,100.0
2020/07/17,1.735897,4.000000,0.200000,191.545071,99.0,100.0
2020/07/18,0.500000,0.500000,0.500000,298.000000,99.3,100.0
2020/07/19,1.678000,5.200000,0.200000,124.607764,96.5,100.0
2020/07/20,3.029545,4.800000,0.400000,57.732751,98.3,100.0
2020/07/21,1.042105,3.300000,0.300000,123.464446,99.0,100.0
2020/07/22,0.827273,1.600000,0.200000,122.092445,100.0,100.0
2020/07/23,1.926415,4.000000,0.500000,49.495390,98.3,100.0
2020/07/24,0.944444,1.700000,0.300000,358.931459,100.0,100.0
2020/07/25,1.453333,2.300000,0.000000,47.597464,99.3,100.0
2020/07/26,0.750000,1.100000,0.400000,358.500000,98.6,100.0
2020/07/27,0.300000,0.300000,0.300000,258.000000,98.6,100.0
2020/07/28,0.837500,1.400000,0.200000,213.198912,100.0,100.0
2020/07/29,1.955102,3.100000,0.100000,46.567696,100.0,100.0
2020/07/30,1.688571,3.300000,0.300000,130.961796,99.7,100.0
2020/07/31,2.251020,5.500000,0.500000,123.521995,100.0,100.0
2020/08/01,2.382707,3.400000,0.500000,208.210978,100.0,100.0
2020/08/02,2.330282,4.200000,0.400000,207.428516,100.0,100.0
2020/08/03,1.921429,4.100000,0.500000,119.581825,99.3,100.0
2020/08/04,2.143243,3.500000,0.200000,210.546266,100.0,100.0
2020/08/05,1.531429,3.400000,0.100000,129.289229,99.7,100.0
2020/08/06,1.543038,3.200000,0.200000,210.933231,99.0,100.0
2020/08/07,0.100000,0.100000,0.100000,295.000000,99.7,100.0
2020/08/08,2.680769,4.900000,0.400000,124.304915,99.3,100.0
2020/08/09,0.000000,,,,99.0,100.0
2020/08/10,1.901754,3.100000,0.300000,206.152318,99.3,100.0
2020/08/11,1.840000,3.000000,0.500000,196.357530,98.3,100.0
2020/08/12,1.286316,2.100000,0.200000,207.741173,99.7,100.0
2020/08/13,1.489474,3.400000,0.300000,117.930290,100.0,100.0
2020/08/14,0.600000,0.600000,0.600000,201.000000,98.6,100.0
2020/08/15,2.804615,4.800000,0.100000,54.940674,99.0,100.0
2020/08/16,1.116000,1.900000,0.300000,129.942862,99.7,100.0
2020/08/17,1.030000,2.100000,0.000000,131.150680,98.6,100.0
2020/08/18,0.725000,1.600000,0.200000,126.511146,96.5,95.8
2020/08/19,0.000000,,,,97.6,100.0
2020/08/20,0.673913,1.300000,0.100000,177.188067,99.7,100.0
2020/08/21,0.700000,1.200000,0.400000,320.875377,99.0,100.0
2020/08/22,2.625000,3.800000,0.400000,95.778988,99.3,100.0
2020/08/23,1.171875,3.200000,0.400000,124.156779,97.6,100.0
2020/08/24,0.625000,1.000000,0.300000,134.719781,99.3,100.0
2020/08/25,1.566667,2.400000,0.300000,358.863042,99.7,100.0
2020/08/26,0.912500,2.000000,0.300000,262.223058,99.0,100.0
2020/08/27,0.838462,3.000000,0.300000,188.631559,98.6,100.0
2020/08/28,1.044444,2.300000,0.100000,272.592433,100.0,100.0
2020/08/29,1.418310,3.200000,0.100000,87.936709,97.2,100.0
2020/08/30,0.000000,,,,99.0,100.0
2020/08/31,1.609375,3.300000,0.200000,93.237875,99.7,100.0
2020/09/01,1.100000,1.100000,1.100000,27.000000,99.7,100.0
2020/09/02,1.746154,2.700000,0.600000,265.011998,100.0,100.0
2020/09/03,1.648276,3.100000,0.600000,194.268032,99.7,100.0
2020/09/04,3.082432,5.200000,1.100000,80.627990,99.7,100.0
2020/09/05,3.247287,5.900000,0.400000,97.172365,100.0,100.0
2020/09/06,1.386667,1.900000,0.400000,210.257006,99.3,100.0
2020/09/07,0.685714,1.400000,0.400000,269.988471,98.6,100.0
2020/09/08,1.305556,2.400000,0.600000,122.480290,99.3,100.0
2020/09/09,0.000000,,,,99.0,100.0
2020/09/10,1.274359,2.400000,0.300000,192.813812,99.7,100.0
2020/09/11,1.277778,3.300000,0.100000,131.832517,99.0,100.0
2020/09/12,1.157895,3.100000,0.300000,188.370401,98.6,100.0
