fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/04/29,0.366667,1.000000,0.100000,3.496706,100.0,100.0
2020/04/30,1.226012,3.000000,0.300000,316.110032,100.0,100.0
2020/05/01,0.250000,0.300000,0.200000,214.500000,100.0,100.0
2020/05/02,1.397382,2.600000,0.300000,316.008268,100.0,100.0
2020/05/03,1.417822,2.600000,0.300000,318.126392,100.0,100.0
2020/05/04,0.455556,1.300000,0.100000,175.743175,100.0,100.0
2020/05/05,1.682967,3.900000,0.300000,315.438328,100.0,100.0
2020/05/06,1.454822,3.000000,0.100000,315.800951,100.0,100.0
2020/05/07,0.355556,1.200000,0.100000,357.316033,100.0,100.0
2020/05/08,0.905556,1.700000,0.100000,355.710035,100.0,100.0
2020/05/09,0.812500,1.900000,0.400000,2.577019,100.0,100.0
2020/05/10,0.942308,1.600000,0.100000,100.648145,100.0,100.0
2020/05/11,0.363636,0.800000,0.000000,52.263349,100.0,100.0
2020/05/12,0.100000,0.200000,0.000000,223.500000,100.0,100.0
2020/05/13,0.750000,1.400000,0.200000,132.237312,100.0,100.0
2020/05/14,0.433333,0.800000,0.100000,94.062072,100.0,100.0
2020/05/15,1.231429,3.000000,0.300000,316.779529,100.0,100.0
2020/05/16,0.800000,1.300000,0.200000,178.627041,100.0,100.0
2020/05/17,1.267089,2.300000,0.300000,315.074258,100.0,100.0
2020/05/18,0.740909,1.900000,0.100000,97.370145,99.7,100.0
2020/05/19,0.327778,0.900000,0.000000,275.267468,100.0,100.0
2020/05/20,1.453846,2.800000,0.400000,102.127162,100.0,100.0
2020/05/21,0.785714,2.000000,0.300000,38.948054,100.0,100.0
2020/05/22,0.966667,1.600000,0.200000,359.358305,100.0,100.0
2020/05/23,0.000000,,,,99.3,100.0
2020/05/24,0.240000,0.400000,0.100000,3.786533,99.3,100.0
2020/05/25,0.000000,,,,99.7,100.0
2020/05/26,0.200000,0.400000,0.100000,345.500000,100.0,100.0
2020/05/27,1.150000,1.400000,0.700000,171.504686,100.0,100.0
